zinc_id,name,smiles,catalog
6499692,,Nc1cc(=O)[nH]c2cnnn12,ZINC20
28630782,,CO[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O,ZINC20
257878779,,C[C@@H](N)[C@]1(O)CCS(=O)(=O)C1,ZINC20
184465,,CN1C(=O)NC2NC(=O)N(C)C21,ZINC20
4691972,,C[C@@]1(O)C(=O)O[C@@H](CO)[C@H]1O,ZINC20
5998359,,CO[C@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O,ZINC20
27526940,,N[C@@H](CCc1nnn[nH]1)C(=O)O,ZINC20
82529160,,Nc1cc(=O)[nH]c(CC(=O)O)n1,ZINC20
161950084,,C[C@H](CO)Cn1cc(N)c(=O)[nH]c1=O,ZINC20
257998932,,N[C@@H]1COCCS(=O)(=O)C1,ZINC20
2572198,,Nc1c(O)[nH]c(=O)[nH]c1=O,ZINC20
2575512,,OC[C@@H]1OC=C[C@H](O)[C@@H]1O,ZINC20
4298370,,C[C@H](O)[C@@H](NC(N)=O)C(=O)O,ZINC20
5551570,,O=C1N[C@@H]2C[C@H]1[C@@H](O)[C@@H]2O,ZINC20
5851020,,OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,ZINC20
37809218,,C[C@@H](N)C(=O)N(C)CCO,ZINC20
199412323,,O=C(O)[C@@H]1C[C@@H]2N=CN[C@@H]2CN1,ZINC20
60252232,,CN1CCN[C@@H](C(=O)N(C)C)C1,ZINC20
82463068,,CN1CCO[C@@H](CNCC(N)=O)C1,ZINC20
1532815,,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
28009877,,NC(=O)[C@@H](O)CCO,ZINC20
95483612,,C[C@@H](N)[C@@H](N)C(=O)O,ZINC20
3870083,,CC(=O)NCC[C@@H](N)C(=O)O,ZINC20
238317158,,CN(CC(=O)O)C(=O)COCCO,ZINC20
498036386,,CN[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12,ZINC20
306889710,,Cn1ncc([C@H](N)CC(N)=O)n1,ZINC20
388473,,OC[C@@H]1O[C@H](O)C[C@H](O)[C@H]1O,ZINC20
3872641,,C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
82614677,,COCCn1c(=O)c(N)cn(C)c1=O,ZINC20
4403364,,CO[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,ZINC20
35604332,,C[C@@H](CO)NCCO,ZINC20
39331704,,CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,ZINC20
44608325,,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1F,ZINC20
113292772,,NOCCOCCOCCO,ZINC20
137295162,,O=C1C[C@@](O)(CO)CO1,ZINC20
967496,,NC(=O)NC(=O)c1c[nH]c(=O)[nH]c1=O,ZINC20
72266182,,N[C@@H]1CN[C@@H](CO)C1,ZINC20
77313266,,CC(C)OC(=O)[C@H](O)[C@@H](O)C(=O)O,ZINC20
100192552,,Nc1nnnnn1,ZINC20
2041520,,COC(=O)[C@H](NC(N)=O)OC,ZINC20
17128687,,C[C@@](O)(CO)C[C@@](C)(O)CO,ZINC20
215393902,,C[C@H]1COC[C@H](C(N)=O)N1,ZINC20
5339571,,C[C@H](O)[C@H](O)[C@H]1OC(=O)[C@H]1O,ZINC20
100736711,,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
37730166,,C[C@H](C(N)=O)n1cnc(N)n1,ZINC20
38526275,,CC(C)NC1(C(N)=O)CNC1,ZINC20
77265466,,NC[C@@H](C(=O)O)N1CCOCC1,ZINC20
250670752,,N[C@H](CN1C(=O)[C@@H]2C[C@H]2C1=O)C(=O)O,ZINC20
1575498,,NCC(=O)N1C[C@@H](O)C[C@@H]1C(=O)O,ZINC20
65748091,,O=[N+]([O-])NCCO,ZINC20
84416762,,OCCNC1CNC1,ZINC20
104181754,,COC1=C(O)[C@@H]([C@H](O)CO)OC1=O,ZINC20
1688252,,C[C@H](NC(=N)N)C(=O)O,ZINC20
4309519,,Nc1nc2nonc2n2nnnc12,ZINC20
19942866,,C1CNCCOCCNCCN1,ZINC20
59872212,,NC(=O)[C@H]1CNC[C@@H]1C(N)=O,ZINC20
33902201,,Nn1cc(Cl)c(=O)[nH]c1=O,ZINC20
114488113,,N[C@]1(C(=O)O)CO[C@H]2[C@H]1[C@H]2C(=O)O,ZINC20
1713282,,O=C1OC[C@@]2(C(=O)O)C(=O)OC[C@H]12,ZINC20
16929553,,C[C@@H](O)[C@@H](O)[C@H](O)C(=O)C=O,ZINC20
16990075,,Cc1nc2c(=O)[nH]c(=O)nc-2[nH]c1O,ZINC20
39437869,,NC(=O)c1nnc(O)nc1O,ZINC20
60193026,,CN(CCO)CCN(C)CCO,ZINC20
98208956,,N[C@@H](CCC(=O)O)C(O)O,ZINC20
3163359,,C1CNn2nnnc2N1,ZINC20
32182199,,CNC(=N)NCCO,ZINC20
83971406,,COC(=O)[C@@H](N)Cc1ncnn1C,ZINC20
133853068,,O=C1NCC[C@@H]1C[C@@H](O)CO,ZINC20
217970166,,CCS(=O)(=O)[C@@H]1C[C@@]1(N)CO,ZINC20
330447,,Cc1c(N)c(=O)n(C)c(=O)n1C,ZINC20
492474,,CN1C(=O)N(C)[C@@H]2[C@@H]1NNC(=O)N2C,ZINC20
12410177,,O=S1(=O)C[C@H]2NC(=S)N[C@H]2C1,ZINC20
107263760,,N[C@@H]1C(=O)NC[C@H]1C(=O)O,ZINC20
1679450,,NC(=O)c1cc(N)nc(N)n1,ZINC20
2524727,,Cn1cnc(=O)c(N)c1N,ZINC20
3872643,,C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ZINC20
18140374,,O=C1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@@H]1O,ZINC20
72201420,,CCOC(=O)[C@H](N)CC[C@H](O)CN,ZINC20
95884127,,O=S(=O)(O)[C@@H]1CNCC[C@@H]1O,ZINC20
1764753,,O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1,ZINC20
95802964,,O=C(O)[C@H]1C[C@@H](O)[C@@H](O)CN1,ZINC20
165895147,,O[C@H]1C=CNN1,ZINC20
575415679,,NC(=O)C(=O)NC[C@@]1(O)CCOC1,ZINC20
4095779,,O=C(O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC20
5395789,,O=S(=O)(O)CCc1nnn[nH]1,ZINC20
18272248,,Cn1c(O)nc2nncnc2c1=O,ZINC20
44019649,,C[C@@H]1O[C@@H](O)C[C@H](N)[C@H]1O,ZINC20
82405772,,N[C@H]1CC(=O)N[C@@H](C(=O)O)C1,ZINC20
146159471,,COC(=O)C(CN)C(=O)OC,ZINC20
211940483,,CNC1CN(CCO)C1,ZINC20
895418,,C[C@H](O)[C@@H](O)[C@H](O)C(=O)CO,ZINC20
3870455,,OC[C@@H](O)[C@@H]1NC[C@H](O)[C@H]1O,ZINC20
5131823,,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO,ZINC20
22048517,,NC1=N[C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O1,ZINC20
39339471,,NC(=O)[C@@]1(O)CN2CCC1CC2,ZINC20
59366433,,Cn1nnnc1NCCN,ZINC20
90661625,,O=C1N[C@@H]2NCCN[C@H]2N1,ZINC20
39058234,,COC(=O)CNC(=O)[C@@H](C)O,ZINC20
1535640657,,O=S1(=O)CCN[C@H]2COCCN21,ZINC20
83267958,,COC(=O)[C@H]1CNC[C@H]1O,ZINC20
23289000,,Nc1nonc1-n1cc(C(=O)O)nn1,ZINC20
3861736,,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O,ZINC20
82034469,,O[C@@H]1CNC[C@@H]1n1ccnn1,ZINC20
85226727,,CCS(=O)(=O)NC[C@H](O)C(=O)O,ZINC20
107265537,,N[C@@]1(CO)CCNC1,ZINC20
4429994,,NC[C@@H](O)[C@H](O)[C@H](O)CO,ZINC20
95707735,,C1=c2ncncc2=NC1,ZINC20
166967945,,N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,ZINC20
306862048,,O=C(CO)NCC1(O)CCOCC1,ZINC20
39077817,,CN(CCO)C1CNC1,ZINC20
2043005,,C[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,ZINC20
4692160,,N[C@@H](CO)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
6373474,,N[C@@H](CC(O)O)C(=O)O,ZINC20
11638217,,CC(=O)N[C@H]1CS(=O)(=O)C[C@H]1O,ZINC20
13656140,,COC(=O)/C=C1\NCCNC1=O,ZINC20
14962919,,OC[C@@H]1O[C@@H](O)C[C@@H]1O,ZINC20
17139387,,O=C1N=C(NO)[C@H](F)[C@H](NO)N1,ZINC20
34278160,,COC(=O)Cc1nnn(C)n1,ZINC20
82406756,,C[C@H](C(N)=O)n1ncc(N)n1,ZINC20
230389392,,O=c1[nH][nH]c(=O)n1CCO,ZINC20
76570818,,NC[C@@H]1COC[C@H]1O,ZINC20
95930583,,NC(=O)c1cc[nH]c(=O)n1,ZINC20
115155276,,Nc1ccn(C[C@@H](O)CO)n1,ZINC20
8700976,,NC(=O)C(=O)N1CCNCC1,ZINC20
104218334,,O=C1C[C@H]2C(=O)NC(=O)[C@@H]2C(=O)N1,ZINC20
1537956316,,C[C@@H]1[C@@H](CO)O[C@H](O)[C@H](N)[C@H]1O,ZINC20
1731763,,C[C@H](NC(=O)CCN)C(=O)O,ZINC20
5462261,,COC(=O)c1n[nH]nc1CC(N)=O,ZINC20
5706506,,O=c1[nH]oc(=O)[nH]1,ZINC20
896167,,OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
2036858,,OC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O,ZINC20
5134892,,OC[C@H](O)[C@H]1CO1,ZINC20
22052293,,OC[C@H]1COC[C@@H](CO)O1,ZINC20
26179489,,O[C@H]1CCCN2C[C@@H](O)[C@H](O)[C@@H]12,ZINC20
169748289,,CN1BN(C)BN(C)B1,ZINC20
5085922,,O=C1C[C@@H](NCCO)C(=O)NN1,ZINC20
83254890,,CNC(=O)[C@@H]1CNC[C@@H](NC(C)=O)C1,ZINC20
725329013,,C=CC(=O)NCCN1CCNC(=O)C1,ZINC20
6494833,,N=C(N)c1nnn[nH]1,ZINC20
16051887,,Nc1nc2ncc(CO)nc2c(=O)[nH]1,ZINC20
19255146,,NCCC(=O)N1CCNC(=O)C1,ZINC20
57347156,,O=C1CC[C@H](C(=O)O)NN1,ZINC20
84248705,,NCC[C@@H]1OCCNC1=O,ZINC20
91362223,,OCC(CO)C1CNC1,ZINC20
1561553,,C[C@@H](O[C@H](C)C(N)=O)C(N)=O,ZINC20
2035186,,COC[C@H](O)CNCCO,ZINC20
3116874,,COn1cc(C(C)=O)c(=O)[nH]c1=O,ZINC20
4578983,,CO[C@H]1O[C@@H](OC)[C@@H](O)[C@@H]1O,ZINC20
8615586,,O=C(O)[C@H]1CO[C@@H](C(=O)O)CO1,ZINC20
33882764,,CCNC(=O)NC(=O)C(=O)O,ZINC20
82637065,,NC[C@@H]1CCCN(S(N)(=O)=O)C1,ZINC20
250684289,,NC(=O)N[C@H]1[C@@H]2CNC[C@@H]21,ZINC20
5134195,,O[C@H]1CCN2C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]12,ZINC20
3621784,,CO[C@H]1CS(=O)(=O)C[C@H]1O,ZINC20
5829547,,O=C(O)[C@@H](O)CP(=O)(O)O,ZINC20
18268501,,NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H](O3)[C@H]2C1=O,ZINC20
100161207,,O[C@@H]1[C@H]2OC[C@@H](O2)[C@H](O)[C@@H]1O,ZINC20
116198420,,CON(C)C(=O)CO,ZINC20
1760254,,CN1C(=O)NC(=O)C(=O)C1=O,ZINC20
236211131,,NC(=O)CONC(=O)C(F)F,ZINC20
72206736,,CCn1c(=O)cc(N(C)N)[nH]c1=O,ZINC20
83677539,,C[C@H](O)CN1CCNCC1=O,ZINC20
223573686,,N[C@H](CN1C(=O)[C@H]2C[C@H]2C1=O)C(=O)O,ZINC20
34318480,,CN(C)[C@@H](CO)C(N)=O,ZINC20
83692217,,COC[C@@H](C)NC(CO)CO,ZINC20
98209804,,O=S(=O)(O)CCn1cnnn1,ZINC20
238709508,,O=C(O)CNC(=O)COCCO,ZINC20
306319250,,Cn1cc([C@H](N)CC(N)=O)nn1,ZINC20
13556064,,O=C1C[P@@](=O)(O)C[C@H](C(=O)O)N1,ZINC20
96525127,,C[C@@H](N)[C@@H](CO)S(C)(=O)=O,ZINC20
575561359,,O=C1NCC[C@@H]1N1CCNCC1,ZINC20
42784328,,O=C([C@@H]1CCCN1)N1CC(O)C1,ZINC20
95803802,,CN1CCn2c1cc(=O)[nH]c2=O,ZINC20
71755583,,O=C(O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,ZINC20
197472664,,CN1C(=O)[C@H]2NC(=O)N[C@@H]2N(C)C1=O,ZINC20
209687617,,CC[C@@H](N)C(=O)N1CC[C@@H]1C(N)=O,ZINC20
2040884,,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ZINC20
6068333,,CN[C@@H](CCC(N)=O)C(=O)O,ZINC20
6375686,,CN1C(=O)[C@@H](CC(N)=O)NC1=S,ZINC20
28047607,,NNc1c[nH]c(=O)[nH]c1=O,ZINC20
100191638,,CS(=O)(=O)N1C[C@@H]2C[C@@H]1CN2,ZINC20
958528487,,Cn1nccc1[C@H](N)C1(O)CNC1,ZINC20
1580007,,Nc1cn2ncnc2c(=O)[nH]1,ZINC20
3072886,,CCCNC(=O)C(=O)NCCO,ZINC20
4934582,,CO[C@@H]1OC[C@@H](N)[C@@H](O)[C@H]1O,ZINC20
5395747,,N[C@@H]1C(=O)O[C@@H]([C@H](O)CO)[C@@H]1O,ZINC20
12998139,,CS(=O)(=O)N1CCC[C@@H]1C(N)=O,ZINC20
26286704,,Nc1nc(C[C@H](N)C(=O)O)c[nH]1,ZINC20
114426530,,O[C@@H]1CO[C@@H]2O[C@H]1[C@H](O)[C@H]2O,ZINC20
157462714,,C[C@H](C(=O)N(C)C)S(N)(=O)=O,ZINC20
306650739,,NS(=O)(=O)C[C@@H]1CNC(=O)C1,ZINC20
1583696,,O=C(O)C[C@@H](O)[C@@H](O)[C@H](O)CO,ZINC20
4580226,,COc1nc(NN)nc2nnnn12,ZINC20
8652474,,O=c1cnc(=O)[nH][nH]1,ZINC20
12323860,,COC(=O)/C=C(\N)C(=O)NCCO,ZINC20
31996787,,OC[C@@H]1O[C@H](F)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC20
82405769,,N[C@@H]1CC(=O)N[C@H](C(=O)O)C1,ZINC20
212061176,,O[C@H]1[C@@H]2C[C@H](CN2)[C@H]1O,ZINC20
536954788,,COc1nc2[nH]c(=N)[nH]n2c(=O)c1F,ZINC20
5084621,,C[C@@H]1NC(=O)C2=C1C(=O)NC(=O)C2,ZINC20
6072254,,Cn1c(C(=O)O)cc(=O)[nH]c1=O,ZINC20
34789690,,CO[C@H]1O[C@H](CO)[C@@H](F)[C@H](O)[C@H]1O,ZINC20
82774545,,CN1CCN(CCN)CC1=O,ZINC20
95080404,,O[C@@H]1COCC12CNC2,ZINC20
118455821,,CN1C[C@H](O)[C@H](N)C1,ZINC20
144890145,,N[C@@H]1CCS(=O)(=O)[C@H]1C(=O)O,ZINC20
536958668,,COC[C@@H](ON)C(=O)OC[C@H](C)O,ZINC20
72221056,,CNc1[nH]c(=O)[nH]c(=O)c1N,ZINC20
1875260637,,Cn1cc([C@H](O)CNC(=N)N)cn1,ZINC20
4428797,,NC(=O)C[S@](=O)C[C@@H](N)C(=O)O,ZINC20
4984490,,Cc1[nH]nc2c(=O)n(N)nnc12,ZINC20
66331607,,NCCNCCCS(=O)(=O)O,ZINC20
79438272,,COC(=O)[C@H]1CN(C(C)=O)CCN1,ZINC20
110456311,,Nc1nc2[nH]c(N)cc(=O)n2n1,ZINC20
5828862,,O=P(O)(O)CC[C@@H](O)CO,ZINC20
20216420,,N[C@H](CN1C(=O)CCC1=O)C(=O)O,ZINC20
3901843,,O=C(O)CNc1n[nH]c(=O)[nH]c1=O,ZINC20
1612537,,O[C@H]1CCCN2C[C@@H](O)[C@@H](O)[C@H]12,ZINC20
5048008,,O[C@H](CF)[C@@H](O)[C@H](O)[C@@H](O)CF,ZINC20
5829539,,O=C(O)CN[C@@H](CO)C(=O)O,ZINC20
56870836,,CO[C@@H]1[C@@H](O)[C@H](C)O[C@H](CO)[C@H]1O,ZINC20
82524081,,CN(C)[C@@H]1CNC[C@H]1O,ZINC20
256028079,,C[S@](=O)[C@H]1CS(=O)(=O)C[C@H]1O,ZINC20
306809465,,CO[C@H]1[C@H](O)[C@@H](O)O[C@H](CO)[C@@H]1O,ZINC20
8834353,,Cc1nnc2nnnn2c1O,ZINC20
2149491,,C[C@@]1(O)NC(=O)NC1=O,ZINC20
31760026,,O=C1OCC/C1=C1\NCCNC1=O,ZINC20
85081195,,CNC[C@@H]1C[C@H](O)CN1,ZINC20
132815698,,CS(=O)(=O)[C@]1(C(=O)O)C[C@H]1CO,ZINC20
349622,,C1CNC(C2=NCCN2)=N1,ZINC20
5080509,,N=C(N)NC(=N)Nc1nnn[nH]1,ZINC20
39064341,,CN1CCNC[C@@H]1C(N)=O,ZINC20
69760252,,Cc1cn(CC(=O)NC(N)=O)nc1N,ZINC20
1646609,,CNC(=O)NC(N)=O,ZINC20
2244313,,NCCCC[C@@H](N)C(N)=O,ZINC20
19365649,,O=C(O)CN1CCNCCNCC1,ZINC20
159757,,N=C(NN)N1CCOCC1,ZINC20
337097,,Cn1c(CO)cc(=O)n(C)c1=O,ZINC20
1632151,,O=C1N[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O1,ZINC20
17326688,,Cc1nc(=O)[nH]c(=O)[nH]1,ZINC20
22199004,,CO[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@@H]1O,ZINC20
1532865,,O=C(O)C(=O)C[C@@H](O)C(=O)O,ZINC20
1605403,,COC(=O)[C@H](C)NC(=O)CN,ZINC20
18716550,,N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12,ZINC20
49756131,,N[C@H](C(=O)O)[C@@H](F)C(=O)O,ZINC20
157463170,,CCN(C)C(=O)CS(N)(=O)=O,ZINC20
96521874,,C[C@H](O)[C@H](CO)S(C)(=O)=O,ZINC20
12173624,,N=C1N[C@H]2CS(=O)(=O)C[C@@H]2O1,ZINC20
129137349,,Cn1nncc1C(=O)CN,ZINC20
146682044,,C=C(OCCN)OC(=O)CN,ZINC20
1249573,,CS(=O)(=O)c1nnc(CCN)o1,ZINC20
13675971,,CC[C@H](N)C(=O)N1CC[C@H]1C(N)=O,ZINC20
100211884,,Cn1nnc(C(N)=O)c1O,ZINC20
217961107,,CS(=O)(=O)[C@H]1C[C@]1(N)C(=O)O,ZINC20
39205638,,O=C(O)C1C[C@H](O)C(O)[C@@H](O)C1,ZINC20
1707278,,C=C1OC(=O)C(=O)N1CC(=O)O,ZINC20
3641250,,N[C@H]1CON(CCO)C1=O,ZINC20
5830384,,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](F)[C@H]1O,ZINC20
16138216,,O=NN1CN(N=O)[C@H]2NC(=O)N[C@H]21,ZINC20
54104495,,CC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1N,ZINC20
86006056,,CN1CCO[C@@H](C[C@H](N)C(N)=O)C1,ZINC20
238678733,,O=C1CCS(=O)(=O)C[C@H]1O,ZINC20
2540018,,O=C(O)C(CO)(CO)C(=O)O,ZINC20
3785652,,O=CN[C@H]1CCNC1=O,ZINC20
22011310,,O=C(O)C[C@H](NCCO)C(=O)O,ZINC20
19167305,,CN(C)N(CCO)CCO,ZINC20
45435729,,C[C@](N)(Cn1cncn1)C(N)=O,ZINC20
107331718,,CN1C(=O)NC(=O)[C@]12CCNC2,ZINC20
216291653,,O=S1(=O)CC(N2CCNCC2)C1,ZINC20
261508577,,CO[C@H]1N=C(N)C(N)=CN1,ZINC20
1564333,,Cn1c[n+](C)nn1,ZINC20
6158057,,N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,ZINC20
33985865,,O=C(CO)C[C@H](O)CO,ZINC20
100227262,,O=C(O)c1nnc2[nH]cnn2c1=O,ZINC20
306262448,,O=C1[C@@H](O)CC[C@@H]1N1CCNCC1,ZINC20
895037,,OC[C@@H]1O[C@](O)(CO)[C@H](O)[C@H]1O,ZINC20
39204742,,OC[C@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,ZINC20
95079383,,N[C@H]1N=NC(=O)NC1=O,ZINC20
100011503,,N=C(N)N(N)N,ZINC20
1560407575,,C[C]1[C@H](N)C(=O)N1S(=O)(=O)O,ZINC20
215238102,,NC(=O)C1(N)CSC1,ZINC20
4934583,,CO[C@H]1OC[C@@H](N)[C@@H](O)[C@@H]1O,ZINC20
72343389,,CC(=O)N1CCNC[C@H]1C(=O)N(C)C,ZINC20
1720918,,N[C@H](CCO)P(=O)(O)O,ZINC20
82254455,,CC(=O)N[C@H]1CCC(=O)NC1=O,ZINC20
169765,,CC(C)(CO)[C@@H](O)C(N)=O,ZINC20
2526233,,NC(=O)[C@@H](N)C[C@H](F)C(=O)O,ZINC20
18284087,,COC(=O)[C@@H](O)[C@@H](O)C(=O)OC,ZINC20
216334175,,COC(=O)CN1CCNCCC1=O,ZINC20
217968163,,CCS(=O)(=O)[C@@H]1C[C@@]1(N)CN,ZINC20
37870632,,NC(=O)[C@]1(N)CN2CCC1CC2,ZINC20
95122995,,O=C(O)[C@@H]1C[C@H](c2nnn[nH]2)CN1,ZINC20
19737344,,Nc1[nH][nH]c(=O)c1C(=O)O,ZINC20
138463708,,CC(=O)NCC[C@@H](O)C(=O)O,ZINC20
217958121,,CS(=O)(=O)[C@H]1C[C@@]1(CN)CO,ZINC20
236212990,,NC1=NC[C@@H](CCO)CN1,ZINC20
4548826,,Nc1[n+]([O-])c(N)[n+]([O-])c(N)[n+]1[O-],ZINC20
13511855,,O=C1NC(=O)[C@H](F)[C@@H](C(=O)O)N1,ZINC20
70225043,,CN(C)C(=O)CN(C)S(C)(=O)=O,ZINC20
1564966,,O=C(O)[C@@H](O)C(O)[C@H](O)C(=O)O,ZINC20
1670435,,CNS(=O)(=O)c1c(N)ncn1C,ZINC20
4202754,,Cc1nnnn1N,ZINC20
37468767,,C[C@@H](N)C(=O)NCCO,ZINC20
96517161,,CN1C(=O)CN=C1N1CCNCC1,ZINC20
100044070,,Nc1ccc2c(n1)=NC(=O)CC=2O,ZINC20
157458545,,CN(C)C(=O)CCS(N)(=O)=O,ZINC20
390827688,,O=C1C[C@@H](CN2CCNC(=O)C2)CN1,ZINC20
1470795,,O=c1nc(O)c2n[nH]nc2n1CCO,ZINC20
5123717,,Nc1n[n+]([O-])c(N)n[n+]1[O-],ZINC20
100762852,,CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
1535663990,,NC12CC(S(N)(=O)=O)(C1)C2,ZINC20
306691367,,N[C@@H]1CO[C@H]2[C@H]1OC[C@H]2O,ZINC20
5373106,,CC(=O)N[C@@H]1C[C@H](O)O[C@@H](C)[C@@H]1O,ZINC20
22055084,,O[C@@H]1[C@@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@H]1O,ZINC20
102199714,,NC(=O)C1[C@@H]2CNC[C@@H]12,ZINC20
104242737,,C[C@H]1C(=O)N(C)C(=O)[C@@H]1N,ZINC20
3870709,,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,ZINC20
215311573,,NC[C@H](F)C(N)=O,ZINC20
4484359,,C[C@@]1(O)CS(=O)(=O)C[C@]1(C)O,ZINC20
157460971,,NS(=O)(=O)C[C@H]1CNC(=O)O1,ZINC20
42783686,,C[C@@H](N)C(=O)N1CC[C@@H](O)C1,ZINC20
50215244,,Cc1c(C(=O)O)nnn1CC(N)=O,ZINC20
79064773,,N[C@@H]1COCOC[C@@H]1O,ZINC20
229727841,,NC(=O)c1nn(CCO)cc1N,ZINC20
6481082,,CN1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CO,ZINC20
35576747,,Cn1c(N)cc(N)nc1=O,ZINC20
13529411,,N[C@@H](CO)C(=O)N1CCCC1,ZINC20
39052664,,O=C1NC=N[C@@H]2NC=N[C@H]12,ZINC20
100161887,,O=C1C/C(=C/NCCO)C(=O)N1,ZINC20
896165,,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
1685880,,Cn1nc(C(N)=O)c(=O)[nH]c1=S,ZINC20
40448270,,O=C1NC(=O)[C@@H]2CNCC[C@H]2N1,ZINC20
49756127,,N[C@H](C(=O)O)[C@H](F)C(=O)O,ZINC20
72233265,,CN1C(=O)[C@@H](CO)NC(=O)C1(C)C,ZINC20
142744892,,NS(=O)(=O)N1CC[C@H](O)C1,ZINC20
616569437,,CS(=O)(=O)N1[C@H]2CNC[C@H]1C2,ZINC20
1631031,,NC(=O)[C@@H](O)[C@@H](O)CO,ZINC20
2528802,,N=C(N)N1CCN(C(N)=O)CC1,ZINC20
4554508,,O=C(O)[C@@H]1/C(=C\CO)O[C@@H]2CC(=O)N12,ZINC20
5338904,,CO[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ZINC20
83275985,,N[C@@H](CO)c1nnc2n1CCOC2,ZINC20
12138156,,O=C1NC(=O)[C@H]2N=CN[C@@H]2N1,ZINC20
96518772,,CC(=O)[C@@H](CO)S(C)(=O)=O,ZINC20
1529303,,N[C@H]1C(O)[C@@H](N)[C@@H](O)C(O)[C@H]1O,ZINC20
3125688,,COC(=O)[C@@H]1C[C@@H](O)CN1C(N)=O,ZINC20
39136906,,CNc1nc(=O)[nH]c(N)c1N,ZINC20
59643668,,CNC(=O)c1nnn(C)n1,ZINC20
80846869,,CS(=O)(=O)CC[C@@H](N)CO,ZINC20
157462544,,C[C@@H](C(=O)N(C)C)S(N)(=O)=O,ZINC20
165559147,,NCC(=O)OC1COC1,ZINC20
253618182,,CC[C@@H]1NC(=O)[C@@H]2C[C@H](O)CN2C1=O,ZINC20
1845500,,Nc1nc(N)nc(NCO)n1,ZINC20
4203971,,O=C(O)[C@@H]1CNC[C@@H]1CO,ZINC20
165399381,,NC[C@@H]1NC(=O)N(CC(=O)O)C1=O,ZINC20
306145959,,O=S1(=O)CCNCC12COC2,ZINC20
19801143,,O=S1(=O)C[C@H]2OCCN[C@H]2C1,ZINC20
28629431,,NC(=O)CCc1n[nH]c(=O)[nH]c1=O,ZINC20
85923851,,C[C@@H](CN)C1(O)CNC1,ZINC20
148730526,,O=C(O)[C@@]12CN[C@@H](CN1)C2,ZINC20
217957940,,CS(=O)(=O)[C@H]1CC1(CN)CN,ZINC20
19366506,,CN1C(=O)[C@H](N)[C@H](N)N(C)C1=O,ZINC20
36984431,,C[C@@H](N)C(=O)NCCCO,ZINC20
37467193,,O=C(NCCO)[C@@H]1CCCN1,ZINC20
2383323748,,N[C@@H]1CCS(=O)(=O)NC1,ZINC20
4556932,,CO[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,ZINC20
4804372,,N[C@@H]1[C@H](NO)O[C@@H](CO)[C@H](O)[C@@H]1O,ZINC20
5344148,,NNc1nonc1N,ZINC20
5967231,,CN1C(=O)[C@H](O)N(C)C1=O,ZINC20
238882068,,O=C1NC(=O)[C@H]2[C@@H]1[C@H]1C[C@H]2[C@@H](O)[C@H]1O,ZINC20
